library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collect_device,samp_mat_process,source_material_id,sample_name,sample_accession,study_accession
P12051_1155,18S rRNA Evadne 2018-07-31 NA By31,Evadne,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314726,ENA:PRJEB39191
P12051_1156,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314727,ENA:PRJEB39191
P12051_1157,18S rRNA Temora 2018-04-16 NA By31,Temora,2018-04-16T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-91,NA,ENA:ERR4314728,ENA:PRJEB39191
P12051_1158,18S rRNA Temora 2017-08-15 NA By31,Temora,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314729,ENA:PRJEB39191
P12051_1159,18S rRNA Pseudocalanus 2018-03-19 NA By31,Pseudocalanus,2018-03-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-84,NA,ENA:ERR4314730,ENA:PRJEB39191
P12051_1160,18S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314731,ENA:PRJEB39191
P12051_1161,18S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314732,ENA:PRJEB39191
P12051_1162,18S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314733,ENA:PRJEB39191
P12051_1163,18S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314734,ENA:PRJEB39191
P12051_1164,18S rRNA S.monopus 2017-06-19 Surface By31,S.monopus,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_803,ENA:ERR4314735,ENA:PRJEB39191
P12051_1165,18S rRNA S.monopus 2017-06-19 Surface By31,S.monopus,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_804,ENA:ERR4314736,ENA:PRJEB39191
P12051_1168,18S rRNA Evadne 2018-07-31 NA By31,Evadne,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314739,ENA:PRJEB39191
P12051_1169,18S rRNA Evadne 2018-07-31 NA By31,Evadne,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314740,ENA:PRJEB39191
P12051_1170,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314741,ENA:PRJEB39191
P12051_1171,18S rRNA Pseudocalanus 2018-07-31 NA By31,Pseudocalanus,2018-07-31T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-179,NA,ENA:ERR4314742,ENA:PRJEB39191
P12051_1172,18S rRNA Evadne 2018-07-31 NA By31,Evadne,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314743,ENA:PRJEB39191
P12051_1173,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314744,ENA:PRJEB39191
P12051_1174,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314745,ENA:PRJEB39191
P12051_1175,18S rRNA Temora 2017-08-15 NA By31,Temora,2017-08-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-50,NA,ENA:ERR4314746,ENA:PRJEB39191
P12051_1176,18S rRNA Pseudocalanus 2018-03-19 NA By31,Pseudocalanus,2018-03-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-84,NA,ENA:ERR4314747,ENA:PRJEB39191
P12051_1177,18S rRNA Temora 2018-03-19 NA By31,Temora,2018-03-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-84,NA,ENA:ERR4314748,ENA:PRJEB39191
P12051_1178,18S rRNA Temora 2018-03-19 NA By31,Temora,2018-03-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-84,NA,ENA:ERR4314749,ENA:PRJEB39191
P12051_1179,18S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314750,ENA:PRJEB39191
P12051_1180,18S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314751,ENA:PRJEB39191
P12051_1181,18S rRNA Evadne 2017-06-19 NA By31,Evadne,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314752,ENA:PRJEB39191
P12051_1182,18S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314753,ENA:PRJEB39191
P12051_1183,18S rRNA Centropages 2017-06-19 NA By31,Centropages,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314754,ENA:PRJEB39191
P12051_1184,18S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314755,ENA:PRJEB39191
P12051_1185,18S rRNA Pseudocalanus 2017-06-19 NA By31,Pseudocalanus,2017-06-19T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-28,NA,ENA:ERR4314756,ENA:PRJEB39191
P12051_1186,18S rRNA Acartia 2017-06-19 NA By31,Acartia,2017-06-19T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,NA,ENA:ERR4314757,ENA:PRJEB39191
P12051_1187,18S rRNA Temora 2017-06-19 NA By31,Temora,2017-06-19T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-27,NA,ENA:ERR4314758,ENA:PRJEB39191
P12051_1188,18S rRNA Pseudocalanus 2018-04-16 NA By31,Pseudocalanus,2018-04-16T00:00:00Z,By31,60-100,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-92,NA,ENA:ERR4314759,ENA:PRJEB39191
P12051_1189,18S rRNA Temora 2017-11-15 NA By31,Temora,2017-11-15T00:00:00Z,By31,30-60,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-77,NA,ENA:ERR4314760,ENA:PRJEB39191
P12051_1190,18S rRNA S.monopus 2017-06-19 Surface By31,S.monopus,2017-06-19T00:00:00Z,By31,0-30,7 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-26,O_d_801,ENA:ERR4314761,ENA:PRJEB39191
P12051_1192,18S rRNA NA 2018-08-27 NA By31,Seawater,2018-08-27T00:00:00Z,By31,60-100,4 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-220,NA,ENA:ERR4314763,ENA:PRJEB39191
P12051_1193,18S rRNA NA 2017-11-15 NA By31,Seawater,2017-11-15T00:00:00Z,By31,5+10,5.5 litres,20,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-82,NA,ENA:ERR4314764,ENA:PRJEB39191
P12051_1194,18S rRNA NA 2017-11-15 NA By31,Seawater,2017-11-15T00:00:00Z,By31,5+10,5.5 litres,2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-81,NA,ENA:ERR4314765,ENA:PRJEB39191
P12051_1195,18S rRNA NA 2017-11-15 NA By31,Seawater,2017-11-15T00:00:00Z,By31,5+10,1.6 litres,0.2,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Pooled water sample,Niskin Bottle,"Bulk DNA extraction, DNeasy Plant Kit",ID-80,NA,ENA:ERR4314766,ENA:PRJEB39191
P12051_1196,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314767,ENA:PRJEB39191
P12051_1197,18S rRNA Eurytemora 2018-07-31 NA By31,Eurytemora,2018-07-31T00:00:00Z,By31,0-30,5 individuals,< 90 micrometers,58.58333 18.23333,"Metabarcoding of V3-V4 18S rRNA gene using 528F and 706R primers, dual amplification, Illumina MiSeq",Pelagic Baltic Sea,BY31 LANDSORTSDJ,Seawater,Vertical Plankton Net,"WP2, 90um","Organism Identification and DNA extraction, QIAmp Micro Kit",ID-177,NA,ENA:ERR4314768,ENA:PRJEB39191
