library_ID,title,organism,collection_date,geo_loc_name,depth,samp_size,size_frac,lat_lon,design_description,env_broad_scale,env_local_scale,env_medium,collection_method,samp_collection_device,samp_mat_process,source_material_ID,sample_name,sample_accession,study_accession
P31353_2124,18S rRNA Clupea harengus 2023-05-17 SPRAS23,Clupea harengus,2023-05-17,45G7,NA,1 individual,170 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2124,508.SPRAS23_SILL_12_18S,ENA:ERS23543543,ENA:PRJEB85974
P31353_2125,18S rRNA Clupea harengus 2023-05-17 SPRAS23,Clupea harengus,2023-05-17,45G7,NA,1 individual,195 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2125,508.SPRAS23_SILL_15_18S,ENA:ERS23543544,ENA:PRJEB85974
P31353_2126,18S rRNA Clupea harengus 2023-05-17 SPRAS23,Clupea harengus,2023-05-17,45G7,NA,1 individual,165 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2126,508.SPRAS23_SILL_19_18S,ENA:ERS23543545,ENA:PRJEB85974
P31353_2127,18S rRNA Sprattus sprattus 2023-05-17 SPRAS23,Sprattus sprattus,2023-05-17,45G7,NA,1 individual,120 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2127,508.SPRAS23_SK.SILL_12_18S,ENA:ERS23543546,ENA:PRJEB85974
P31353_2128,18S rRNA Sprattus sprattus 2023-05-17 SPRAS23,Sprattus sprattus,2023-05-17,45G7,NA,1 individual,125 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2128,508.SPRAS23_SK.SILL_13_18S,ENA:ERS23543547,ENA:PRJEB85974
P31353_2129,18S rRNA Sprattus sprattus 2023-05-17 SPRAS23,Sprattus sprattus,2023-05-17,45G7,NA,1 individual,115 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2129,508.SPRAS23_SK.SILL_11_18S,ENA:ERS23543548,ENA:PRJEB85974
P31353_2130,18S rRNA Gasterosteus aculeatus 2023-05-17 SPRAS23,Gasterosteus aculeatus,2023-05-17,45G7,NA,1 individual,65 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2130,508.SPRAS23_SPIGG_12_18S,ENA:ERS23543549,ENA:PRJEB85974
P31353_2131,18S rRNA Gasterosteus aculeatus 2023-05-17 SPRAS23,Gasterosteus aculeatus,2023-05-17,45G7,NA,1 individual,70 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2131,508.SPRAS23_SPIGG_14_18S,ENA:ERS23543550,ENA:PRJEB85974
P31353_2132,18S rRNA Gasterosteus aculeatus 2023-05-17 SPRAS23,Gasterosteus aculeatus,2023-05-17,45G7,NA,1 individual,65 mm,58.09843333 17.53998333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2132,508.SPRAS23_SPIGG_18_18S,ENA:ERS23543551,ENA:PRJEB85974
P31353_2133,18S rRNA WP2 2023-05-17 SPRAS23,WP2,2023-05-17,45G7,0-60,15310.5518 L,90 micrometers,58.0976 17.56835,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2133,508.SPRAS23_WP2_2_18S,ENA:ERS23543552,ENA:PRJEB85974
P31353_2134,18S rRNA Clupea harengus 2023-05-18 SPRAS23,Clupea harengus,2023-05-18,46G8,NA,1 individual,175 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2134,112.SPRAS23_SILL_51_18S,ENA:ERS23543553,ENA:PRJEB85974
P31353_2135,18S rRNA Clupea harengus 2023-05-18 SPRAS23,Clupea harengus,2023-05-18,46G8,NA,1 individual,160 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2135,112.SPRAS23_SILL_53_18S,ENA:ERS23543554,ENA:PRJEB85974
P31353_2136,18S rRNA Clupea harengus 2023-05-18 SPRAS23,Clupea harengus,2023-05-18,46G8,NA,1 individual,160 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2136,112.SPRAS23_SILL_55_18S,ENA:ERS23543555,ENA:PRJEB85974
P31353_2137,18S rRNA Sprattus sprattus 2023-05-18 SPRAS23,Sprattus sprattus,2023-05-18,46G8,NA,1 individual,110 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2137,112.SPRAS23_SK.SILL_54_18S,ENA:ERS23543556,ENA:PRJEB85974
P31353_2138,18S rRNA Sprattus sprattus 2023-05-18 SPRAS23,Sprattus sprattus,2023-05-18,46G8,NA,1 individual,115 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2138,112.SPRAS23_SK.SILL_55_18S,ENA:ERS23543557,ENA:PRJEB85974
P31353_2139,18S rRNA Sprattus sprattus 2023-05-18 SPRAS23,Sprattus sprattus,2023-05-18,46G8,NA,1 individual,115 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2139,112.SPRAS23_SK.SILL_58_18S,ENA:ERS23543558,ENA:PRJEB85974
P31353_2140,18S rRNA Gasterosteus aculeatus 2023-05-18 SPRAS23,Gasterosteus aculeatus,2023-05-18,46G8,NA,1 individual,65 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2140,112.SPRAS23_SPIGG_54_18S,ENA:ERS23543559,ENA:PRJEB85974
P31353_2141,18S rRNA Gasterosteus aculeatus 2023-05-18 SPRAS23,Gasterosteus aculeatus,2023-05-18,46G8,NA,1 individual,55 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2141,112.SPRAS23_SPIGG_56_18S,ENA:ERS23543560,ENA:PRJEB85974
P31353_2142,18S rRNA Gasterosteus aculeatus 2023-05-18 SPRAS23,Gasterosteus aculeatus,2023-05-18,46G8,NA,1 individual,55 mm,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2142,112.SPRAS23_SPIGG_59_18S,ENA:ERS23543561,ENA:PRJEB85974
P31353_2143,18S rRNA WP2 2023-05-18 SPRAS23,WP2,2023-05-18,46G8,0-60,15310.5518 L,90 micrometers,58.5534 18.75171667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 46G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2143,112.SPRAS23_WP2_7_18S,ENA:ERS23543562,ENA:PRJEB85974
P31353_2144,18S rRNA Clupea harengus 2023-05-19 SPRAS23,Clupea harengus,2023-05-19,45G8,NA,1 individual,155 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2144,114.SPRAS23_SILL_71_18S,ENA:ERS23543563,ENA:PRJEB85974
P31353_2145,18S rRNA Clupea harengus 2023-05-19 SPRAS23,Clupea harengus,2023-05-19,45G8,NA,1 individual,160 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2145,114.SPRAS23_SILL_72_18S,ENA:ERS23543564,ENA:PRJEB85974
P31353_2146,18S rRNA Clupea harengus 2023-05-19 SPRAS23,Clupea harengus,2023-05-19,45G8,NA,1 individual,155 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2146,114.SPRAS23_SILL_78_18S,ENA:ERS23543565,ENA:PRJEB85974
P31353_2147,18S rRNA Sprattus sprattus 2023-05-19 SPRAS23,Sprattus sprattus,2023-05-19,45G8,NA,1 individual,120 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2147,114.SPRAS23_SK.SILL_72_18S,ENA:ERS23543566,ENA:PRJEB85974
P31353_2148,18S rRNA Sprattus sprattus 2023-05-19 SPRAS23,Sprattus sprattus,2023-05-19,45G8,NA,1 individual,120 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2148,114.SPRAS23_SK.SILL_75_18S,ENA:ERS23543567,ENA:PRJEB85974
P31353_2149,18S rRNA Sprattus sprattus 2023-05-19 SPRAS23,Sprattus sprattus,2023-05-19,45G8,NA,1 individual,115 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2149,114.SPRAS23_SK.SILL_79_18S,ENA:ERS23543568,ENA:PRJEB85974
P31353_2150,18S rRNA Gasterosteus aculeatus 2023-05-19 SPRAS23,Gasterosteus aculeatus,2023-05-19,45G8,NA,1 individual,65 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2150,114.SPRAS23_SPIGG_71_18S,ENA:ERS23543570,ENA:PRJEB85974
P31353_2151,18S rRNA Gasterosteus aculeatus 2023-05-19 SPRAS23,Gasterosteus aculeatus,2023-05-19,45G8,NA,1 individual,65 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2151,114.SPRAS23_SPIGG_74_18S,ENA:ERS23543571,ENA:PRJEB85974
P31353_2152,18S rRNA Gasterosteus aculeatus 2023-05-19 SPRAS23,Gasterosteus aculeatus,2023-05-19,45G8,NA,1 individual,65 mm,58.06766667 18.22258333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2152,114.SPRAS23_SPIGG_78_18S,ENA:ERS23543572,ENA:PRJEB85974
P31353_2153,18S rRNA WP2 2023-05-19 SPRAS23,WP2,2023-05-19,45G8,0-30,15310.5518 L,90 micrometers,58.06928333 18.22988333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 45G8,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2153,114.SPRAS23_WP2_9_10_18S,ENA:ERS23543573,ENA:PRJEB85974
P31353_2154,18S rRNA Clupea harengus 2023-05-20 SPRAS23,Clupea harengus,2023-05-20,43G7,NA,1 individual,165 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2154,118.SPRAS23_SILL_111_18S,ENA:ERS23543574,ENA:PRJEB85974
P31353_2155,18S rRNA Clupea harengus 2023-05-20 SPRAS23,Clupea harengus,2023-05-20,43G7,NA,1 individual,195 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2155,118.SPRAS23_SILL_113_18S,ENA:ERS23543575,ENA:PRJEB85974
P31353_2156,18S rRNA Clupea harengus 2023-05-20 SPRAS23,Clupea harengus,2023-05-20,43G7,NA,1 individual,195 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2156,118.SPRAS23_SILL_119_18S,ENA:ERS23543576,ENA:PRJEB85974
P31353_2157,18S rRNA Sprattus sprattus 2023-05-20 SPRAS23,Sprattus sprattus,2023-05-20,43G7,NA,1 individual,125 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2157,118.SPRAS23_SK.SILL_111_18S,ENA:ERS23543577,ENA:PRJEB85974
P31353_2158,18S rRNA Sprattus sprattus 2023-05-20 SPRAS23,Sprattus sprattus,2023-05-20,43G7,NA,1 individual,110 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2158,118.SPRAS23_SK.SILL_113_18S,ENA:ERS23543578,ENA:PRJEB85974
P31353_2159,18S rRNA Sprattus sprattus 2023-05-20 SPRAS23,Sprattus sprattus,2023-05-20,43G7,NA,1 individual,115 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2159,118.SPRAS23_SK.SILL_118_18S,ENA:ERS23543579,ENA:PRJEB85974
P31353_2160,18S rRNA Gasterosteus aculeatus 2023-05-20 SPRAS23,Gasterosteus aculeatus,2023-05-20,43G7,NA,1 individual,70 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2160,118.SPRAS23_SPIGG_112_18S,ENA:ERS23543580,ENA:PRJEB85974
P31353_2161,18S rRNA Gasterosteus aculeatus 2023-05-20 SPRAS23,Gasterosteus aculeatus,2023-05-20,43G7,NA,1 individual,65 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2161,118.SPRAS23_SPIGG_115_18S,ENA:ERS23543581,ENA:PRJEB85974
P31353_2162,18S rRNA Gasterosteus aculeatus 2023-05-20 SPRAS23,Gasterosteus aculeatus,2023-05-20,43G7,NA,1 individual,65 mm,57.06526667 17.74908333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2162,118.SPRAS23_SPIGG_118_18S,ENA:ERS23543582,ENA:PRJEB85974
P31353_2163,18S rRNA WP2 2023-05-20 SPRAS23,WP2,2023-05-20,43G7,0-30,15310.5518 L,90 micrometers,57.07326667 17.72736667,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 43G7,Seawater,Vertical Plankton Net,"WP2, 90um","Bulk DNA extraction, QIAmp Micro Kit",P2163,118.SPRAS23_WP2_14_15_18S,ENA:ERS23543583,ENA:PRJEB85974
P31353_2164,18S rRNA Clupea harengus 2023-05-21 SPRAS23,Clupea harengus,2023-05-21,42G7,NA,1 individual,175 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2164,122.SPRAS23_SILL_152_18S,ENA:ERS23543584,ENA:PRJEB85974
P31353_2165,18S rRNA Clupea harengus 2023-05-21 SPRAS23,Clupea harengus,2023-05-21,42G7,NA,1 individual,165 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2165,122.SPRAS23_SILL_154_18S,ENA:ERS23543585,ENA:PRJEB85974
P31353_2166,18S rRNA Clupea harengus 2023-05-21 SPRAS23,Clupea harengus,2023-05-21,42G7,NA,1 individual,175 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2166,122.SPRAS23_SILL_156_18S,ENA:ERS23543586,ENA:PRJEB85974
P31353_2167,18S rRNA Sprattus sprattus 2023-05-21 SPRAS23,Sprattus sprattus,2023-05-21,42G7,NA,1 individual,125 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2167,122.SPRAS23_SK.SILL_152_18S,ENA:ERS23543587,ENA:PRJEB85974
P31353_2168,18S rRNA Sprattus sprattus 2023-05-21 SPRAS23,Sprattus sprattus,2023-05-21,42G7,NA,1 individual,115 mm,56.78603333 17.41303333,"Metabarcoding of 18S rRNA gene using 528F-706R primers, dual amplification, Illumina Miseq",Pelagic Baltic Sea,ICES statistical rectangle 42G7,Seawater,Trawl,Pelagic Trawl,"Organism identification and DNA extraction, QIAmp Micro Kit",P2168,122.SPRAS23_SK.SILL_157_18S,ENA:ERS23543588,ENA:PRJEB85974
